No,Year,Country_ID,Bank_ID,IB,DTD_PB,DTC_PB,ESGS,ESGcom,ESGC,E,S,G,ETA,NPL,CTI,TDTA,REVDIV,LOANGR,TA,IB,EG,INF,HHII,COVID,GOV,MIP,REG,LNTA
423,2018,9,61,1,"42,894016","49,518241","30,52","30,52",100,"20,04","34,38","29,39","11,672285","2,28","52,05","81,424624","8,909256",-1,"5854000000000,00%",1,"2,4339813","0,54313315","14,37603",0,"-0,03006073","4,253343","0,01141818","24,793"
430,2018,9,62,0,"32,907718","39,58578","55,22","55,22",100,"54,94","48,93","63,98","12,726457","1,38","31,15","81,957788","7,164963","5,89","9036000000000,00%",0,"2,4339813","0,54313315","14,37603",0,"-0,03006073","4,253343","0,01141818","25,22704"
437,2018,9,63,1,"45,290752","51,62193","25,05","25,05",100,0,"32,7","24,55","12,754773","0,75","54,35","84,662916","6,755882","22,77","714400000000,00%",1,"2,4339813","0,54313315","14,37603",0,"-0,03006073","4,253343","0,01141818","22,68956"
444,2018,9,64,0,"75,723132","78,618718","35,76","35,76",100,"4,91","11,14","82,03","16,337997",,"31,39","78,789032","7,888458","0,92","1472000000000,00%",0,"2,4339813","0,54313315","14,37603",0,"-0,03006073","4,253343","0,01141818","23,4123"
451,2018,11,65,0,"2,8193191","3,9667224",,,,,,,"12,158568","16,33","64,34","67,588629","5,257393","0,17","226300000000,00%",0,"2,1111305","2,0876694","13,91731",0,"-0,02271731","4,713755","0,40541661","21,54002"
458,2018,11,66,0,"32,018394","36,385788","43,85","43,85",100,"0,16","30,3",80,"14,889689","8,75","35,6","80,488187","7,711937",4,"849900000000,00%",0,"2,1111305","2,0876694","13,91731",0,"-0,02271731","4,713755","0,40541661","22,86318"
465,2018,12,67,0,"60,117141","65,107377",,,,,,,"11,79737","5,58","61,22","78,105199","10,06628","8,5","413400000000,00%",0,"1,9190726","4,4623111","16,874",0,"0,02037167","6,373486","0,03084317","22,1426"
472,2018,12,68,0,"58,655956","66,836614",,,,,,,"10,824502","8,19","70,65","72,207652","8,606995","-3,42","392000000000,00%",0,"1,9190726","4,4623111","16,874",0,"0,02037167","6,373486","0,03084317","22,08947"
479,2018,12,69,0,,,"55,98","55,98","67,42","50,5","61,91",50,"14,368984","7,15","20,66","74,201125","9,363419","3,32","3598000000000,00%",0,"1,9190726","4,4623111","16,874",0,"0,02037167","6,373486","0,03084317","24,30621"
486,2018,12,70,0,"22,709711","27,387149",,,,,,,"13,013253","6,54","44,18","78,180723","9,311821","5,66","1169000000000,00%",0,"1,9190726","4,4623111","16,874",0,"0,02037167","6,373486","0,03084317","23,18201"
493,2018,13,71,0,"12,671216","15,013312","82,2","82,2",100,"79,24","77,74","89,52","14,286032","1,31","41,15","73,513852","16,93052","13,36","8918000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","25,21395"
500,2018,13,72,0,"26,814787","31,123401","65,43","65,43",100,"15,91","76,24","70,33","15,384486","2,75","44,64","71,352872","14,80885","12,41","8267000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","25,13818"
507,2018,13,73,0,"12,671216","15,013312","71,35","71,35",100,"47,82","83,04","64,64","13,65046","1,96","46,57","73,340086","12,88992","16,19","5560000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","24,74149"
514,2018,13,74,0,"9,7985609","12,54861","74,42","74,42",100,"55,62","77,93","77,11","18,399082","1,38","43,87","77,223235","16,38609","14,64","5672000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","24,76135"
521,2018,13,75,0,"13,491218","16,555797","65,24","65,24",100,"21,13","85,4","55,09","7,7798902","2,81","56,67","75,982766","9,251541","19,75","2107000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","23,77123"
528,2018,13,76,0,"36,208046","40,865987","44,72","44,72",100,"12,74","35,41","70,35","22,456257","4,23","52,27","59,352588","23,57322","7,82","1284000000000,00%",0,"5,1742915","3,1983464","17,88732",0,"-0,20917209","10,21346","-0,02181647","23,27606"
535,2018,14,77,0,,,,,,,,,"10,826867","1,37","53,84","70,91958","9,902992","36,83","951300000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","22,97594"
563,2018,14,81,0,"44,504568","49,668866","46,29","46,29","91,57","49,87","61,23","24,26","6,4963789","10,86","55,35","75,272465","8,088913","4,82","55600000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","27,04403"
570,2018,14,82,0,"28,700468","34,932119","45,09","45,09","91,57","10,71","50,6","51,24","10,374442","9,5","50,05","52,104065","13,50006","11,24","17280000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","25,87569"
591,2018,14,85,0,"5,4776023","7,32125","64,49","64,49",100,"48,67","62,42","73,68","14,94971","1,95","57,02","56,625469","19,31882","23,17","5192000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","24,67301"
598,2018,14,86,0,"3,6230299","4,9868516","56,95","56,95",100,"47,79","55,98","61,96","10,758245","1,17","46,94","68,420656","13,8217","28,34","3407000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","24,25179"
605,2018,14,87,0,,,"60,29","60,29",100,"48,52","62,44","62,04","12,08567","3,35","59,54","38,011302","11,36761","5,33","1943000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","23,6901"
612,2018,14,88,0,,,"63,75","63,75","79,21","29,67","63,21","78,13","9,9670811","1,32","41,25","71,463472","12,949","19,77","16960000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","25,85674"
619,2018,14,89,0,"2,6513775","3,7125229",,,,,,,"10,424453","3,03","39,3","82,260596","10,33711","17,12","614000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","22,5381"
633,2018,14,91,0,,,"35,95","35,95","67,42","40,3","50,08","14,74","6,2634998","12,11","47,93","81,231261","7,360397","12,96","11500000000000,00%",0,"6,4538513","3,9388265","7,2961",0,"-0,2382645","13,14416","-0,22599673","25,46793"
640,2018,15,92,0,"23,875606","32,10236","63,54","63,54",100,"58,86","57,34","73,95","8,2331451","1,46","27,22","84,015954","6,025726","6,82","338900000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","28,85147"
647,2018,15,93,0,"41,915919","52,435629","59,69","59,69",100,"46,99","60,67","63,41","8,1547636","1,52","25,78","83,842223","5,661346","8,61","404200000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","29,02775"
654,2018,15,94,0,,,"40,84","40,84",100,"13,15","43,8","47,82","5,122967","1,45","29,94","87,784805","3,981827","23,48","13440000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","25,6241"
661,2018,15,95,0,"4,2480127","6,416573","36,98","36,98",100,"12,09","24,22","64,53","5,5431528","0,89",29,"83,61061","4,842468","23,5","18140000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","25,92408"
668,2018,15,96,0,"31,95956","37,095215","33,74","33,74",100,"22,89","25,44","49,51","7,4139552","1,47","32,61","84,746883","5,938797","15,74","39120000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","26,69237"
675,2018,15,97,0,,,"30,71","30,71",100,"10,8","38,07","28,54","6,1292995","1,35","26,73","88,457675","5,338692","35,69","7345000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","25,01982"
682,2018,15,98,0,,,"22,19","22,19",100,"1,05","21,57","31,49","6,3532507","1,54","25,77","88,900677","4,880531",25,"7183000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","24,99764"
689,2018,15,99,0,,,"37,33","37,33",100,"12,09","33,51","52,68","5,4276582","1,39","28,77","87,132391","3,981827","18,99","28100000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","26,36169"
696,2018,15,100,0,"39,141363","45,29157","51,34","51,34",100,"16,02","34,15","89,16","7,1301764","2,03","25,43","84,349846","5,919296","11,47","91780000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,54523"
703,2018,15,101,0,"8,3385835","11,011867","32,14","32,14",100,"17,64","34,28","34,98","6,4380014","2,94","30,35","88,234308","7,150459","17,59","49880000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","26,93556"
710,2018,15,102,0,"53,995153","60,135424","59,61","59,61",100,"49,88","57,54","66,36","6,7718017","1,49","36,03","82,026689","4,716553","6,31","139100000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,9609"
717,2018,15,103,0,"26,741185","32,389945","39,33","39,33",100,"36,13","44,95","32,86","7,0245455","1,8","30,58","85,934645","5,551178","9,81","87480000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,49723"
724,2018,15,104,0,"37,395048","43,767242","40,53","40,53",100,"30,23","45,48","37,82","6,594976","1,59","29,48","85,997028","5,490097","19,51","63580000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,17819"
731,2018,15,105,0,"53,392258","58,63635","63,25","63,25",100,"56,81","51,75","81,68","6,8922155","1,81","30,7","85,301087","5,884865","13,13","88530000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,50915"
738,2018,15,106,0,,,,,,,,,"7,7594186","0,99","36,54","82,137915","7,399818","19,26","2433000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","23,9148"
745,2018,15,107,0,,,"40,64","40,64",100,"10,4","42,91","49,61","6,9934575","1,14","20,56","86,257289","4,610741","28,11","29590000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","26,41327"
759,2018,15,109,0,"46,373894","46,961167","34,52","34,52",100,"17,29","33,75","42,48","6,8520113","1,46","25,22","84,52686","4,807167","17,15","37540000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","26,65135"
766,2018,15,110,0,"10,968671","10,010406","61,22","61,22",100,"53,55","61,7","63,62","7,5363537","1,36","31,89","85,284511","7,761284","10,57","98430000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,61524"
773,2018,15,111,0,"33,508035","40,473025","54,12","54,12",100,"58,91","48,63","59,78","7,6440588","1,41","31,95","84,636363","5,042679","8,47","310300000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","28,7635"
787,2018,15,113,0,"15,228141","21,810741","46,28","46,28",100,"49,02","32,78","63,78","7,0540704","1,59","32,71","86,668627","5,509834","11,38","329900000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","28,8247"
794,2018,15,114,0,,,,,,,,,"6,6811965","1,24","29,18","84,230656","4,55159","14,03","2253000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","23,83809"
829,2018,15,119,0,"33,758697","39,168225","34,54","34,54",100,"37,77",43,"21,6","5,8218862","0,78","34,61","66,048436","5,913071","23,94","16290000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","25,81647"
836,2018,15,120,0,"28,915236","35,406158","32,98","32,98",100,"22,78","44,96","20,55","6,6552716","1,57","26,89","83,751136","5,111977","20,71","97940000000000,00%",0,"6,7497738","2,0747904","5,822627",0,"-0,10078325","6,968002","-0,22858553","27,61018"
850,2018,16,122,0,"39,317127","45,009653","65,49","65,49",100,"83,74","73,21","47,55","12,7645","3,97","59,49","49,443259","22,60522","11,98","9417000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","25,26842"
857,2018,16,123,0,"70,377766","73,389315","59,79","54,05","48,31","51,86","84,56","28,82","7,5873898","3,47","49,55","64,387054","7,181877","24,97","7362000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","25,02216"
864,2018,16,124,0,"64,049396","67,738797","82,1","82,1",100,"93,79","92,92","62,52","11,72459","5,13","34,7","61,56336","15,29355","10,61","7567000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","25,04964"
871,2018,16,125,0,"42,734392","47,520968","55,13","55,13",100,"58,85","76,21","24,61","8,5507736","4,66","40,12","52,859958","12,86276","21,33","6525000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","24,90144"
878,2018,16,126,0,"54,10902","58,114768","59,39","59,39",100,"65,21","83,19","24,26","10,005832",,"30,27","57,627921","14,3271","5,08","7019000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","24,9745"
885,2018,16,127,0,"49,624492","53,811843","48,64","48,64",100,"52,99","52,33","41,82","11,193074","2,11","18,93","17,574467","35,3793","26,3","724000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","22,70288"
892,2018,16,128,0,"51,032166","56,600862","66,06","66,06",100,"58,6","68,03","66,34","12,375343","3,79","30,98","58,820223","14,50956","1,15","6712000000000,00%",0,"3,0131799","16,332464","7,675911",0,"-0,42180595","38,24427","0,01624721","24,9298"
899,2018,17,129,0,"51,032166","56,600862","50,32","41,74","33,15","47,2","71,27","22,71","9,2591087","8,84","44,14","78,129615","9,532799","17,28","21230000000000,00%",0,"2,8072454","2,8782972","16,27909",0,"-0,58124891","12,68727","-0,56271237","26,08134"
906,2018,17,130,0,"27,866296","32,476494","59,25","59,25","79,21","50,37","74,77","41,43","12,34522","7,77","37,17","68,872185","14,09595","6,16","44870000000000,00%",0,"2,8072454","2,8782972","16,27909",0,"-0,58124891","12,68727","-0,56271237","26,82972"
913,2018,17,131,0,,,"43,98","43,98",100,"6,68","35,82","70,14","6,7328479","2,19","41,65","60,909854","6,064293","-9,61","3087000000000,00%",0,"2,8072454","2,8782972","16,27909",0,"-0,58124891","12,68727","-0,56271237","24,15295"
920,2018,18,132,0,,,"42,15","42,15",100,"2,84","36,97",65,"10,116077","6,21","52,09","85,770917","10,59357","26,94","1912000000000,00%",0,"6,029019","4,6254844","15,3178",0,"0,08128985","8,900596","0,4064154","23,67412"
927,2018,18,133,0,"51,763509","58,899248","42,66","42,66",100,"14,69","61,17","28,33","13,74279","5,73","49,19","81,685732","11,91891","2,03","1368000000000,00%",0,"6,029019","4,6254844","15,3178",0,"0,08128985","8,900596","0,4064154","23,33907"
934,2018,19,134,0,"58,883513","63,960198","55,86","55,86",100,"48,48","75,98","31,1","6,7315477","0,25","46,38","19,439076","10,17606","31,48","588600000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","22,4959"
948,2018,19,136,0,"48,158498","52,418482","75,5","75,5",100,"87,5","72,84","74,37","9,3937858","2,76","51,6","83,007681","8,146683","13,6","3777000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","24,35469"
955,2018,19,137,0,"58,827801","63,275491","71,77","71,77",100,"73,75","64,05","81,61","10,406872","4,33","47,59","67,297363","8,699013","10,69","3882000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","24,38228"
962,2018,19,138,0,"49,15588","53,415385","55,09","55,09",100,"71,05","68,16","30,7","10,420724","4,41","48,35","84,555717","7,430489","11,37","2143000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","23,78792"
969,2018,19,139,0,"87,953165","78,634286","64,78","64,78",100,"30,26","76,66","62,22","14,312631","3,2","58,7","80,360087","9,779121","10,7","1313000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","23,2982"
976,2018,19,140,0,"39,34124","44,151355","31,7","31,7","48,31","4,04","26,39","50,08","8,833981","11,74","48,37","80,607846","11,74504","7,77","1955000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","23,69637"
983,2018,19,141,0,"77,827946","81,677069","63,53","63,53",100,"24,67","70,49","69,49","11,935854","5,72","55,17","80,954975","8,966545","-1,68","5089000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","24,65292"
990,2018,19,142,0,"29,86904","34,476834","84,99","84,99",100,"56,02","91,19","88,03","12,954979","4,56","50,82","74,057543","9,227524","25,88","5482000000000,00%",0,"5,9452085","1,8129516","9,521858",0,"0,58020126","7,394093","0,87421477","24,72734"
997,2018,20,143,0,"57,267022","64,222337","72,37","72,37","91,57","69,27","71,36",75,"12,519677","8,98","59,16","79,817204","13,7967","13,27","5193000000000,00%",0,"5,3623484","2,8502479","13,31558",0,"0,47092229","8,507551","0,56364238","24,67324"
1011,2018,22,145,0,"39,203405","44,866088","64,45","64,45",100,"63,39","84,5","37,25","8,933681","3,82","56,2","55,324919","14,42574","21,38","14780000000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","25,71902"
1018,2018,22,146,0,"18,651851","22,458968","51,62","51,62",100,"54,02","56,27","44,27","7,3014104","2,56","55,45","59,834269","13,40257","5,57","8742000000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","25,194"
1025,2018,22,147,0,"2,5420792","3,7125229","26,78","26,78","67,42","9,99","40,78","14,21","21,697364","5,67","36,33","68,148765","35,69855","5,53","722100000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","22,70029"
1032,2018,22,148,0,"55,969483","61,231722","70,2","70,2",100,"92,15","73,06","61,2","8,2263687","0,69","53,98","78,027887","5,614914","6,49","3742000000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","24,3454"
1039,2018,22,149,0,"29,761001","35,054974","84,93","84,93",100,"94,2","94,72","65,63","7,0880372","3,16","60,77","71,90402","10,30949","7,22","6751000000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","24,93554"
1046,2018,22,150,0,"57,112653","66,744663","66,95","66,95","67,42","59,61","79,25","52,93","7,0670079","5,28","68,23","60,820577","11,56949","11,22","7502000000000,00%",0,"1,5567838","4,5171652","9,147783",0,"-0,10648873","11,20994","-0,04077817","25,04099"
1053,2018,23,151,0,"30,67208","34,572946","16,65","16,65",100,0,"15,53","24,85","11,085084","2,43","22,36","83,859769","10,84126","21,88","1452000000000,00%",0,"5,3311086","14,401466","16,19099",0,"-0,65257601","26,36878","-0,8042748","23,39891"
1060,2018,23,152,0,"18,705884","22,234931","70,02","70,02",100,"52,61","63,52","85,94","9,9948257","4,07","21,19","85,427692","12,24953","20,04","1924000000000,00%",0,"5,3311086","14,401466","16,19099",0,"-0,65257601","26,36878","-0,8042748","23,68023"
